instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Santa Terezinha do Tocantins - TO;1720002;12863836,94;NA;NA
Prefeitura Municipal de Santa Vitória - MG;3159803;137354519,13;21349564,59;1,55434016479600e+01
Prefeitura Municipal de Santa Vitória do Palmar - RS;4317301;157344711,96;4246333,16;2,69874538972717e+00
Prefeitura Municipal de Santaluz - BA;2928000;97834175,34;15346892,10;1,56866371558460e+01
Prefeitura Municipal de Santana - AP;1600600;105467384,58;2586280,74;2,45220904102181e+00
Prefeitura Municipal de Santana - BA;2928208;70490221,72;8064176,66;1,14401351892925e+01
Prefeitura Municipal de Santana da Boa Vista - RS;4317004;28963053,81;4356563,37;1,50417956565610e+01
Prefeitura Municipal de Santana da Ponte Pensa - SP;3547205;13397542,91;276333,68;2,06256984475671e+00
Prefeitura Municipal de Santana da Vargem - MG;3158300;22124163,81;300519,46;1,35833138183585e+00
Prefeitura Municipal de Santana de Cataguases - MG;3158409;15358670,89;509859,61;3,31968575700107e+00
Prefeitura Municipal de Santana de Mangueira - PB;2513505;20250435,95;773810,38;3,82120356278058e+00
Prefeitura Municipal de Santana de Parnaíba - SP;3547304;1081643493,10;172980937,46;1,59924169621023e+01
Prefeitura Municipal de Santana de Pirapama - MG;3158508;20051943,16;64403,97;3,21185680041595e-01
Prefeitura Municipal de Santana do Acaraú - CE;2312007;72235886,96;9181307,84;1,27101752693700e+01
Prefeitura Municipal de Santana do Araguaia - PA;1506708;165302427,54;NA;NA
Prefeitura Municipal de Santana do Cariri - CE;2312106;51653897,27;1302133,89;2,52088217698970e+00
Prefeitura Municipal de Santana do Deserto - MG;3158607;18614763,98;491207,72;2,63880713463658e+00
Prefeitura Municipal de Santana do Garambéu - MG;3158706;12473762,66;310842,74;2,49197253846098e+00
Prefeitura Municipal de Santana do Ipanema - AL;2708006;170065912,05;52442323,38;3,08364696651154e+01
Prefeitura Municipal de Santana do Itararé - PR;4124004;22019168,30;3524135,18;1,60048514638948e+01
Prefeitura Municipal de Santana do Jacaré - MG;3158805;15824613,94;408566,16;2,58183966793189e+00
Prefeitura Municipal de Santana do Manhuaçu - MG;3158904;23185382,15;129284,48;5,57612029698635e-01
Prefeitura Municipal de Santana do Maranhão - MA;2110237;28571143,52;586296,74;2,05205906298286e+00
Prefeitura Municipal de Santana do Matos - RN;2411403;33837251,83;2022247,17;5,97639305981428e+00
Prefeitura Municipal de Santana do Mundaú - AL;2708105;54740494,75;1663482,77;3,03885227489655e+00
Prefeitura Municipal de Santana do Paraíso - MG;3158953;77002985,08;3271102,31;4,24802013402673e+00
Prefeitura Municipal de Santana do Piauí - PI;2209351;16579604,59;119100,25;7,18353983374461e-01
Prefeitura Municipal de Santana do Riacho - MG;3159001;18898066,78;450,00;2,38119594580034e-03
Prefeitura Municipal de Santana do Seridó - RN;2411429;15497176,39;NA;NA
Prefeitura Municipal de Santana do São Francisco - SE;2806404;31421374,29;60041,97;1,91086390575566e-01
Prefeitura Municipal de Santana dos Garrotes - PB;2513604;25126716,30;750056,77;2,98509666382471e+00
Prefeitura Municipal de Santana dos Montes - MG;3159100;16443259,62;276580,05;1,68202689972489e+00
Prefeitura Municipal de Santanópolis - BA;2928307;32522284,45;291470,82;8,96218777152968e-01
Prefeitura Municipal de Santarém - PA;1506807;794942283,69;71772509,32;9,02864406543366e+00
Prefeitura Municipal de Santarém Novo - PA;1506906;24383209,62;98778,30;4,05107865368874e-01
Prefeitura Municipal de Santiago - RS;4317400;167284571,38;11393272,28;6,81071313750704e+00
Prefeitura Municipal de Santiago do Sul - SC;4215695;15955182,33;175800,24;1,10183786285819e+00
Prefeitura Municipal de Santo Afonso - MT;5107263;21677109,88;397421,30;1,83336848039265e+00
Prefeitura Municipal de Santo Amaro - BA;2928604;134447577,97;15351855,19;1,14184691325756e+01
Prefeitura Municipal de Santo Amaro da Imperatriz - SC;4215703;90083559,25;6610393,63;7,33806888297434e+00
Prefeitura Municipal de Santo Amaro das Brotas - SE;2806602;42468956,11;NA;NA
Prefeitura Municipal de Santo Amaro do Maranhão - MA;2110278;43399945,33;5665001,73;1,30530158204695e+01
Prefeitura Municipal de Santo Anastácio - SP;3547700;52569306,60;4433251,00;8,43315479455078e+00
Prefeitura Municipal de Santo André - PB;2513851;16902496,23;211459,55;1,25105515257967e+00
Prefeitura Municipal de Santo André - SP;3547809;2919505030,92;393099304,71;1,34645873374682e+01
Prefeitura Municipal de Santo Antônio - RN;2411502;53238726,75;2292577,06;4,30622067797668e+00
Prefeitura Municipal de Santo Antônio da Alegria - SP;3547908;31289463,28;16611,50;5,30897569298287e-02
Prefeitura Municipal de Santo Antônio da Barra - GO;5219712;27061260,38;3483456,13;1,28724829556516e+01
Prefeitura Municipal de Santo Antônio da Patrulha - RS;4317608;141246392,49;8300273,28;5,87644975115923e+00
Prefeitura Municipal de Santo Antônio da Platina - PR;4124103;105259728,84;12284417,00;1,16705763309280e+01
Prefeitura Municipal de Santo Antônio das Missões - RS;4317707;57021306,88;NA;NA
Prefeitura Municipal de Santo Antônio de Goiás - GO;5219738;28376794,62;NA;NA
Prefeitura Municipal de Santo Antônio de Jesus - BA;2928703;231233435,64;31190844,57;1,34888989923412e+01
Prefeitura Municipal de Santo Antônio de Lisboa - PI;2209401;19385399,55;74567,29;3,84656967258640e-01
Prefeitura Municipal de Santo Antônio de Posse - SP;3548005;101638692,79;918992,19;9,04175530768355e-01
Prefeitura Municipal de Santo Antônio de Pádua - RJ;3304706;174555002,05;26715704,10;1,53050349667708e+01
Prefeitura Municipal de Santo Antônio do Amparo - MG;3159902;51846096,21;11840348,43;2,28374926861248e+01
Prefeitura Municipal de Santo Antônio do Aracanguá - SP;3548054;54758050,64;440000,00;8,03534813342289e-01
Prefeitura Municipal de Santo Antônio do Aventureiro - MG;3160009;17164850,21;508659,66;2,96337954469106e+00
Prefeitura Municipal de Santo Antônio do Caiuá - PR;4124202;14314388,98;4705527,20;3,28727073616243e+01
Prefeitura Municipal de Santo Antônio do Descoberto - GO;5219753;146774654,82;11988804,79;8,16817099975654e+00
Prefeitura Municipal de Santo Antônio do Grama - MG;3160108;18878496,32;NA;NA
Prefeitura Municipal de Santo Antônio do Itambé - MG;3160207;16148636,81;1350451,80;8,36263652399276e+00
Prefeitura Municipal de Santo Antônio do Içá - AM;1303700;88772564,28;4428710,61;4,98882807534013e+00
Prefeitura Municipal de Santo Antônio do Jacinto - MG;3160306;31137323,29;1942788,72;6,23942110214702e+00
Prefeitura Municipal de Santo Antônio do Jardim - SP;3548104;19356880,47;496234,25;2,56360652104600e+00
Prefeitura Municipal de Santo Antônio do Leste - MT;5107792;33220083,90;4894131,27;1,47324470483953e+01
Prefeitura Municipal de Santo Antônio do Monte - MG;3160405;96752962,10;27154329,29;2,80656309642845e+01
Prefeitura Municipal de Santo Antônio do Palma - RS;4317558;17595264,19;1718135,47;9,76476085523328e+00
Prefeitura Municipal de Santo Antônio do Paraíso - PR;4124301;5016922,20;NA;NA
Prefeitura Municipal de Santo Antônio do Pinhal - SP;3548203;28809159,19;625201,87;2,17014965926883e+00
Prefeitura Municipal de Santo Antônio do Planalto - RS;4317756;19705869,95;805016,81;4,08516250255676e+00
Prefeitura Municipal de Santo Antônio do Retiro - MG;3160454;25514490,76;2454906,58;9,62161699832413e+00
Prefeitura Municipal de Santo Antônio do Rio Abaixo - MG;3160504;13175049,62;582174,54;4,41876544522646e+00
Prefeitura Municipal de Santo Antônio do Sudoeste - PR;4124400;70416403,07;1017193,85;1,44454105244317e+00
Prefeitura Municipal de Santo Antônio do Tauá - PA;1507003;46283558,03;489516,71;1,05764710155323e+00
Prefeitura Municipal de Santo Antônio dos Lopes - MA;2110302;107327536,70;912491,86;8,50193611123845e-01
Prefeitura Municipal de Santo Antônio dos Milagres - PI;2209450;13309679,71;68300,00;5,13160357635683e-01
Prefeitura Municipal de Santo Augusto - RS;4317806;52765735,21;2381059,82;4,51251140635817e+00
Prefeitura Municipal de Santo Cristo - RS;4317905;60565902,88;543392,39;8,97191925094604e-01
Prefeitura Municipal de Santo Estêvão - BA;2928802;126736365,80;10945411,47;8,63636210562699e+00
Prefeitura Municipal de Santo Expedito - SP;3548302;14178071,02;NA;NA
Prefeitura Municipal de Santo Expedito do Sul - RS;4317954;17965815,11;195396,26;1,08760030537796e+00
Prefeitura Municipal de Santo Hipólito - MG;3160603;14500992,06;338138,66;2,33183121955313e+00
Prefeitura Municipal de Santo Inácio - PR;4124509;28160835,65;450899,88;1,60115944570700e+00
Prefeitura Municipal de Santo Inácio do Piauí - PI;2209500;16938399,04;257154,79;1,51817647814725e+00
Prefeitura Municipal de Santo Ângelo - RS;4317509;232468182,52;7181013,36;3,08903062868924e+00
Prefeitura Municipal de Santos - SP;3548500;3195247487,71;569303499,71;1,78171957539982e+01
Prefeitura Municipal de Santos Dumont - MG;3160702;115322187,97;18541855,69;1,60783072333171e+01
Prefeitura Municipal de Santópolis do Aguapeí - SP;3548401;19658844,17;3144032,99;1,59929696924801e+01
Prefeitura Municipal de Sapeaçu - BA;2929602;66188218,22;2131858,34;3,22090305092367e+00
Prefeitura Municipal de Sapezal - MT;5107875;167119882,85;20784317,94;1,24367714873611e+01
Prefeitura Municipal de Sapiranga - RS;4319901;226407458,19;24207517,85;1,06920143194599e+01
Prefeitura Municipal de Sapopema - PR;4126207;29945041,61;NA;NA
Prefeitura Municipal de Sapucaia - PA;1507755;33781476,00;4940746,32;1,46256081883456e+01
Prefeitura Municipal de Sapucaia - RJ;3305406;91798048,39;2282685,55;2,48663843081076e+00
Prefeitura Municipal de Sapucaia do Sul - RS;4320008;452161638,76;103532026,51;2,28971274064568e+01
Prefeitura Municipal de Sapucaí-Mirim - MG;3165404;24238320,55;NA;NA
Prefeitura Municipal de Sapé - PB;2515302;126759794,33;7793448,61;6,14820231540526e+00
Prefeitura Municipal de Saquarema - RJ;3305505;723360329,69;115159437,74;1,59200654242889e+01
Prefeitura Municipal de Sarandi - PR;4126256;252462650,13;16950008,22;6,71386765973976e+00
Prefeitura Municipal de Sarandi - RS;4320107;93421139,49;5545911,00;5,93646259323742e+00
Prefeitura Municipal de Sarapuí - SP;3551108;32841686,13;645175,22;1,96450090122093e+00
Prefeitura Municipal de Sardoá - MG;3165503;19442688,23;6239,11;3,20897497619340e-02
Prefeitura Municipal de Sarutaiá - SP;3551207;19856022,26;NA;NA
Prefeitura Municipal de Sarzedo - MG;3165537;119890095,02;18672760,41;1,55748983324144e+01
Prefeitura Municipal de Satubinha - MA;2111722;39186835,60;601159,28;1,53408477820546e+00
Prefeitura Municipal de Saubara - BA;2929750;47192030,93;NA;NA
Prefeitura Municipal de Saudade do Iguaçu - PR;4126272;43672160,78;3183797,77;7,29022267993216e+00
Prefeitura Municipal de Saudades - SC;4217303;37201277,01;212704,40;5,71766393779502e-01
Prefeitura Municipal de Saúde - BA;2929800;36231119,13;675827,87;1,86532430194905e+00
Prefeitura Municipal de Schroeder - SC;4217402;72942395,05;6436048,71;8,82346775916566e+00
Prefeitura Municipal de Seabra - BA;2929909;115132417,47;4120836,93;3,57921515117475e+00
Prefeitura Municipal de Seara - SC;4217501;75960965,47;10207872,60;1,34383133979932e+01
Prefeitura Municipal de Sebastianópolis do Sul - SP;3551306;30242327,15;NA;NA
Prefeitura Municipal de Sebastião Barros - PI;2210623;19015105,33;NA;NA
Prefeitura Municipal de Sebastião Laranjeiras - BA;2930006;28660563,16;7321792,98;2,55465775013752e+01
Prefeitura Municipal de Sebastião Leal - PI;2210631;21760239,43;31982,63;1,46977380937761e-01
Prefeitura Municipal de Seberi - RS;4320206;49711005,63;745712,57;1,50009552321342e+00
Prefeitura Municipal de Sede Nova - RS;4320230;18881859,06;1008490,32;5,34105416630517e+00
Prefeitura Municipal de Segredo - RS;4320263;24666587,25;362744,50;1,47059054551618e+00
Prefeitura Municipal de Selbach - RS;4320305;28909442,17;2827339,73;9,77998715220454e+00
Prefeitura Municipal de Selvíria - MS;5007802;76052503,84;7134908,21;9,38155596429868e+00
Prefeitura Municipal de Sem-Peixe - MG;3165560;15505358,55;NA;NA
Prefeitura Municipal de Sena Madureira - AC;1200500;89416710,25;127583,40;1,42684068384187e-01
Prefeitura Municipal de Senador Alexandre Costa - MA;2111748;36559289,18;306160,19;8,37434744676291e-01
Prefeitura Municipal de Senador Amaral - MG;3165578;23305439,57;2296605,88;9,85437701400969e+00
Prefeitura Municipal de Senador Canedo - GO;5220454;549662246,77;74860081,67;1,36192875006248e+01
Prefeitura Municipal de Senador Cortes - MG;3165602;15004634,23;552537,65;3,68244664635187e+00
Prefeitura Municipal de Senador Elói de Souza - RN;2413102;24053635,71;535490,00;2,22623310029334e+00
Prefeitura Municipal de Senador Firmino - MG;3165701;23645293,78;3203757,28;1,35492386341583e+01
Prefeitura Municipal de Senador Georgino Avelino - RN;2413201;18688012,03;NA;NA
Prefeitura Municipal de Senador Guiomard - AC;1200450;54106263,44;NA;NA
Prefeitura Municipal de Senador José Bento - MG;3165800;15184042,91;NA;NA
Prefeitura Municipal de Senador José Porfírio - PA;1507805;63606206,01;1746538,19;2,74586129178246e+00
Prefeitura Municipal de Senador La Rocque - MA;2111763;39886317,13;NA;NA
Prefeitura Municipal de Senador Modestino Gonçalves - MG;3165909;17076261,10;627562,23;3,67505642086955e+00
Prefeitura Municipal de Senador Pompeu - CE;2312700;67573925,03;9168479,99;1,35680737591158e+01
Prefeitura Municipal de Senador Rui Palmeira - AL;2708956;49380991,09;341128,64;6,90809626275567e-01
Prefeitura Municipal de Senador Salgado Filho - RS;4320321;17978376,27;1003329,39;5,58075643168191e+00
Prefeitura Municipal de Senador Sá - CE;2312809;26935592,59;1132098,85;4,20298475415870e+00
Prefeitura Municipal de Sengés - PR;4126306;60929069,40;3480787,25;5,71285149154108e+00
Prefeitura Municipal de Senhor do Bonfim - BA;2930105;155621481,64;25666182,99;1,64926992851628e+01
Prefeitura Municipal de Senhora de Oliveira - MG;3166006;19651105,55;935127,89;4,75865282805934e+00
Prefeitura Municipal de Senhora do Porto - MG;3166105;14352806,12;502379,32;3,50021672277700e+00
Prefeitura Municipal de Senhora dos Remédios - MG;3166204;26920040,93;758531,13;2,81771908138031e+00
Prefeitura Municipal de Sentinela do Sul - RS;4320354;19237723,07;NA;NA
Prefeitura Municipal de Sento Sé - BA;2930204;167240434,67;20557150,68;1,22919739598641e+01
Prefeitura Municipal de Serafina Corrêa - RS;4320404;73265606,79;8646613,87;1,18017365157210e+01
Prefeitura Municipal de Sericita - MG;3166303;23890299,96;2912731,22;1,21921081982095e+01
Prefeitura Municipal de Seringueiras - RO;1101500;40226494,78;7275347,61;1,80859596387632e+01
Prefeitura Municipal de Seritinga - MG;3166402;13558666,35;305359,73;2,25213691463099e+00
Prefeitura Municipal de Seropédica - RJ;3305554;368798342,20;73493739,20;1,99278930489726e+01
Prefeitura Municipal de Serra - ES;3205002;1435668138,09;79780844,84;5,55705338325191e+00
Prefeitura Municipal de Serra Alta - SC;4217550;19173991,76;NA;NA
Prefeitura Municipal de Serra Azul - SP;3551405;33001913,80;378697,79;1,14750251241490e+00
Prefeitura Municipal de Serra Azul de Minas - MG;3166501;19532214,57;1127850,74;5,77431061878817e+00
Prefeitura Municipal de Serra Branca - PB;2515500;40883846,61;2544656,94;6,22411331368607e+00
Prefeitura Municipal de Serra Caiada - RN;2410306;36567598,61;1589713,94;4,34732933095931e+00
Prefeitura Municipal de Serra Dourada - BA;2930303;60735766,79;6112593,67;1,00642405506049e+01
Prefeitura Municipal de Serra Grande - PB;2515708;18970515,72;474442,33;2,50094587307298e+00
Prefeitura Municipal de Serra Negra - SP;3551603;104630203,82;8103447,91;7,74484576551215e+00
Prefeitura Municipal de Serra Negra do Norte - RN;2413409;25316329,15;1548191,28;6,11538612421620e+00
Prefeitura Municipal de Serra Nova Dourada - MT;5107883;15867561,85;31660,00;1,99526558013700e-01
Prefeitura Municipal de Serra Preta - BA;2930402;45450111,03;1579840,97;3,47598924226434e+00
Prefeitura Municipal de Serra Redonda - PB;2515807;19154502,96;2271322,25;1,18579023154146e+01
Prefeitura Municipal de Serra Talhada - PE;2613909;238848770,79;17596064,14;7,36703148264086e+00
Prefeitura Municipal de Serra da Raiz - PB;2515609;17552218,95;148772,00;8,47596537074875e-01
Prefeitura Municipal de Serra da Saudade - MG;3166600;13670859,48;369640,15;2,70385450556910e+00
Prefeitura Municipal de Serra de São Bento - RN;2413300;18117265,63;60672,34;3,34886849037163e-01
Prefeitura Municipal de Serra do Mel - RN;2413359;64128169,43;7512887,96;1,17154255715981e+01
Prefeitura Municipal de Serra do Navio - AP;1600055;25010468,56;NA;NA
Prefeitura Municipal de Serra do Ramalho - BA;2930154;99970964,87;13576513,52;1,35804566232351e+01
Prefeitura Municipal de Serra do Salitre - MG;3166808;69762870,26;11433777,92;1,63894889608001e+01
Prefeitura Municipal de Serra dos Aimorés - MG;3166709;2000000,00;NA;NA
Prefeitura Municipal de Serrana - SP;3551504;147635037,59;19473799,43;1,31904998622895e+01
Prefeitura Municipal de Serrania - MG;3166907;25143098,74;4551874,93;1,81038740573311e+01
Prefeitura Municipal de Serrano do Maranhão - MA;2111789;36118993,08;137553,32;3,80833761603855e-01
Prefeitura Municipal de Serranos - MG;3167004;15474216,36;234341,73;1,51440127595579e+00
Prefeitura Municipal de Serranópolis - GO;5220504;49530068,68;NA;NA
Prefeitura Municipal de Serranópolis de Minas - MG;3166956;19525510,62;1381139,03;7,07351042889141e+00
Prefeitura Municipal de Serranópolis do Iguaçu - PR;4126355;28557998,16;1841669,05;6,44887306064593e+00
Prefeitura Municipal de Serraria - PB;2515906;20440219,59;205837,83;1,00702357474037e+00
Prefeitura Municipal de Serrinha - BA;2930501;201613112,85;23297141,62;1,15553702289856e+01
Prefeitura Municipal de Serrinha - RN;2413508;27104998,86;662857,85;2,44551882633800e+00
Prefeitura Municipal de Serrinha dos Pintos - RN;2413557;19608294,50;5853495,60;2,98521403786545e+01
Prefeitura Municipal de Serrita - PE;2614006;64449811,48;6738228,85;1,04550016443275e+01
Prefeitura Municipal de Serro - MG;3167103;46430341,69;4807712,97;1,03546792786913e+01
Prefeitura Municipal de Serrolândia - BA;2930600;39424987,74;3133011,85;7,94676683392166e+00
Prefeitura Municipal de Sertaneja - PR;4126405;35459994,07;2050473,54;5,78249825973533e+00
Prefeitura Municipal de Sertanópolis - PR;4126504;60371732,79;5677113,71;9,40359576848250e+00
Prefeitura Municipal de Sertânia - PE;2614105;95330578,92;10613373,37;1,11332307956575e+01
Prefeitura Municipal de Sertão - RS;4320503;28583094,68;NA;NA
Prefeitura Municipal de Sertão Santana - RS;4320552;26369038,97;1915,80;7,26533872614623e-03
