instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Nova Glória - GO;5214861;23751903,03;58190,00;2,44990895788446e-01
Prefeitura Municipal de Nova Granada - SP;3533007;58170997,55;1057353,32;1,81766406720319e+00
Prefeitura Municipal de Nova Guarita - MT;5108808;22268089,51;101589,12;4,56209411024592e-01
Prefeitura Municipal de Nova Guataporanga - SP;3533106;16511142,14;3276157,80;1,98421028189392e+01
Prefeitura Municipal de Nova Hartz - RS;4313060;67825103,26;NA;NA
Prefeitura Municipal de Nova Ibiá - BA;2922755;30726577,74;9576,00;3,11652019337445e-02
Prefeitura Municipal de Nova Iguaçu - RJ;3303500;2038177748,84;423062375,96;2,07568930727843e+01
Prefeitura Municipal de Nova Iguaçu de Goiás - GO;5214879;16302060,64;3420776,82;2,09837081062410e+01
Prefeitura Municipal de Nova Independência - SP;3533205;29925045,50;1168881,82;3,90603188890724e+00
Prefeitura Municipal de Nova Iorque - MA;2107308;20202122,67;108170,13;5,35439427662875e-01
Prefeitura Municipal de Nova Ipixuna - PA;1504976;51826670,18;4403218,31;8,49604710221034e+00
Prefeitura Municipal de Nova Itaberaba - SC;4211454;25152005,22;NA;NA
Prefeitura Municipal de Nova Itarana - BA;2922805;40165726,75;1094643,66;2,72531769887619e+00
Prefeitura Municipal de Nova Lacerda - MT;5106182;40578251,91;3590702,18;8,84883406994454e+00
Prefeitura Municipal de Nova Laranjeiras - PR;4117057;35886729,75;644963,79;1,79722085153217e+00
Prefeitura Municipal de Nova Lima - MG;3144805;675179544,30;109005402,33;1,61446541516616e+01
Prefeitura Municipal de Nova Londrina - PR;4117107;55732374,71;13539773,61;2,42942700368563e+01
Prefeitura Municipal de Nova Luzitânia - SP;3533304;20323422,99;734733,04;3,61520320844338e+00
Prefeitura Municipal de Nova Mamoré - RO;1100338;78819930,01;1956588,21;2,48235212813785e+00
Prefeitura Municipal de Nova Marilândia - MT;5108857;26412984,84;160522,99;6,07742710535702e-01
Prefeitura Municipal de Nova Maringá - MT;5108907;50280180,00;4426722,13;8,80410955171600e+00
Prefeitura Municipal de Nova Monte Verde - MT;5108956;36780032,74;5396189,13;1,46715180167075e+01
Prefeitura Municipal de Nova Mutum - MT;5106224;239425841,47;44786174,06;1,87056559079116e+01
Prefeitura Municipal de Nova Módica - MG;3144904;20708255,46;962943,12;4,65004462524628e+00
Prefeitura Municipal de Nova Nazaré - MT;5106174;29354598,10;NA;NA
Prefeitura Municipal de Nova Odessa - SP;3533403;219721654,77;73316347,30;3,33678295736240e+01
Prefeitura Municipal de Nova Olinda - CE;2309201;48938600,60;2299520,26;4,69878629917342e+00
Prefeitura Municipal de Nova Olinda - PB;2510204;23605388,79;2430000,89;1,02942633634123e+01
Prefeitura Municipal de Nova Olinda - TO;1714880;28942144,21;1682849,57;5,81452969686519e+00
Prefeitura Municipal de Nova Olinda do Maranhão - MA;2107357;60886706,69;3174245,40;5,21336359373390e+00
Prefeitura Municipal de Nova Olinda do Norte - AM;1303106;95252773,57;10502644,48;1,10260773375609e+01
Prefeitura Municipal de Nova Olímpia - MT;5106232;68537419,44;12329536,13;1,79894957101408e+01
Prefeitura Municipal de Nova Olímpia - PR;4117206;22997840,35;4100923,10;1,78317747996716e+01
Prefeitura Municipal de Nova Palma - RS;4313102;29343660,39;2329669,65;7,93926053885876e+00
Prefeitura Municipal de Nova Palmeira - PB;2510303;22257866,61;NA;NA
Prefeitura Municipal de Nova Petrópolis - RS;4313201;86795383,50;9084110,55;1,04661217955215e+01
Prefeitura Municipal de Nova Ponte - MG;3145000;86302215,08;11697339,94;1,35539278211537e+01
Prefeitura Municipal de Nova Porteirinha - MG;3145059;22846064,48;3194402,97;1,39822899160442e+01
Prefeitura Municipal de Nova Prata - RS;4313300;114405470,60;7409332,64;6,47637967060642e+00
Prefeitura Municipal de Nova Prata do Iguaçu - PR;4117255;49741293,36;134699,81;2,70800779193893e-01
Prefeitura Municipal de Nova Pádua - RS;4313086;18990651,10;547280,88;2,88184368781332e+00
Prefeitura Municipal de Nova Ramada - RS;4313334;17969530,85;1471251,47;8,18747847276157e+00
Prefeitura Municipal de Nova Redenção - BA;2922854;27293037,95;47432,03;1,73788019079789e-01
Prefeitura Municipal de Nova Resende - MG;3145109;52409144,24;9627848,58;1,83705510166521e+01
Prefeitura Municipal de Nova Roma - GO;5214903;11438683,63;2174639,04;1,90112700931479e+01
Prefeitura Municipal de Nova Roma do Sul - RS;4313359;26844228,93;100605,75;3,74776084134669e-01
Prefeitura Municipal de Nova Rosalândia - TO;1715002;13841564,30;117114,61;8,46108196022324e-01
Prefeitura Municipal de Nova Russas - CE;2309300;96143771,70;11794830,36;1,22679089362166e+01
Prefeitura Municipal de Nova Santa Bárbara - PR;4117214;16955706,55;502627,60;2,96435656348393e+00
Prefeitura Municipal de Nova Santa Helena - MT;5106190;31009771,36;111223,53;3,58672525214001e-01
Prefeitura Municipal de Nova Santa Rita - PI;2207959;17496211,15;51,00;2,91491681043184e-04
Prefeitura Municipal de Nova Santa Rita - RS;4313375;134450167,53;5732095,22;4,26336041472093e+00
Prefeitura Municipal de Nova Santa Rosa - PR;4117222;40236500,63;1407814,91;3,49885026768542e+00
Prefeitura Municipal de Nova Serrana - MG;3145208;321069295,72;45169603,35;1,40684904947721e+01
Prefeitura Municipal de Nova Soure - BA;2922904;71621731,09;6238280,49;8,71003869225245e+00
Prefeitura Municipal de Nova Tebas - PR;4117271;32809100,18;4324225,23;1,31799567994126e+01
Prefeitura Municipal de Nova Timboteua - PA;1505007;35493088,51;121454,23;3,42191212708302e-01
Prefeitura Municipal de Nova Trento - SC;4211504;66187206,61;8272818,37;1,24991199866563e+01
Prefeitura Municipal de Nova Ubiratã - MT;5106240;87473766,62;2010657,42;2,29858333268603e+00
Prefeitura Municipal de Nova União - MG;3136603;20111650,69;609720,93;3,03168019074222e+00
Prefeitura Municipal de Nova União - RO;1101435;22982516,24;1728117,69;7,51927104914775e+00
Prefeitura Municipal de Nova Veneza - GO;5215009;28533608,01;3955002,37;1,38608561826949e+01
Prefeitura Municipal de Nova Veneza - SC;4211603;58197471,03;NA;NA
Prefeitura Municipal de Nova Venécia - ES;3203908;141112990,84;8942299,97;6,33697855652366e+00
Prefeitura Municipal de Nova Viçosa - BA;2923001;115404463,52;7586653,01;6,57396843986472e+00
Prefeitura Municipal de Nova Xavantina - MT;5106257;91150627,53;17172551,03;1,88397507459267e+01
Prefeitura Municipal de Novais - SP;3533254;22809512,71;739797,02;3,24337055949320e+00
Prefeitura Municipal de Novo Acordo - TO;1715101;15688443,33;471409,37;3,00481928056274e+00
Prefeitura Municipal de Novo Airão - AM;1303205;62054769,58;586740,50;9,45520391053235e-01
Prefeitura Municipal de Novo Alegre - TO;1715150;10056021,81;1852171,41;1,84185301602881e+01
Prefeitura Municipal de Novo Aripuanã - AM;1303304;59024135,69;6512301,71;1,10332860174407e+01
Prefeitura Municipal de Novo Barreiro - RS;4313490;21326834,41;603822,32;2,83127963762344e+00
Prefeitura Municipal de Novo Brasil - GO;5215207;17407918,78;3044026,85;1,74864490607418e+01
Prefeitura Municipal de Novo Cabrais - RS;4313391;18678044,63;545607,99;2,92111942555092e+00
Prefeitura Municipal de Novo Cruzeiro - MG;3145307;67131506,36;6444444,45;9,59973163039269e+00
Prefeitura Municipal de Novo Gama - GO;5215231;164638521,36;7934675,28;4,81945246741495e+00
Prefeitura Municipal de Novo Hamburgo - RS;4313409;1145031964,83;191773752,75;1,67483318056079e+01
Prefeitura Municipal de Novo Horizonte - BA;2923035;33095622,01;86949,58;2,62722301982201e-01
Prefeitura Municipal de Novo Horizonte - SC;4211652;20189413,66;NA;NA
Prefeitura Municipal de Novo Horizonte - SP;3533502;139119361,39;29765584,82;2,13957169746896e+01
Prefeitura Municipal de Novo Horizonte do Norte - MT;5106273;23259518,64;3380890,97;1,45355156412644e+01
Prefeitura Municipal de Novo Horizonte do Oeste - RO;1100502;28957892,41;3951993,42;1,36473793190670e+01
Prefeitura Municipal de Novo Horizonte do Sul - MS;5006259;25901430,39;1752225,02;6,76497395555613e+00
Prefeitura Municipal de Novo Itacolomi - PR;4117297;17450451,94;NA;NA
Prefeitura Municipal de Novo Jardim - TO;1715259;11427655,39;622319,27;5,44573010614735e+00
Prefeitura Municipal de Novo Lino - AL;2705606;43176910,15;139508,18;3,23108299124086e-01
Prefeitura Municipal de Novo Machado - RS;4313425;18186555,62;1035253,92;5,69241334990072e+00
Prefeitura Municipal de Novo Mundo - MT;5106265;43044451,56;1611755,16;3,74439701654315e+00
Prefeitura Municipal de Novo Oriente - CE;2309409;84730991,46;9563985,55;1,12874703637983e+01
Prefeitura Municipal de Novo Oriente de Minas - MG;3145356;25785994,70;2400843,81;9,31065036634014e+00
Prefeitura Municipal de Novo Oriente do Piauí - PI;2206902;17425178,03;2433205,05;1,39637313651022e+01
Prefeitura Municipal de Novo Planalto - GO;5215256;24536254,21;2803724,08;1,14268626987787e+01
Prefeitura Municipal de Novo Progresso - PA;1505031;106273341,81;11426943,02;1,07524077302750e+01
Prefeitura Municipal de Novo Repartimento - PA;1505064;202813278,35;25407681,39;1,25276222526975e+01
Prefeitura Municipal de Novo Santo Antônio - MT;5106315;22890702,38;292,60;1,27824823870695e-03
Prefeitura Municipal de Novo Santo Antônio - PI;2206951;17256064,31;2669330,45;1,54689412489794e+01
Prefeitura Municipal de Novo São Joaquim - MT;5106281;41598828,57;5214839,69;1,25360253383693e+01
Prefeitura Municipal de Novo Tiradentes - RS;4313441;17830443,71;NA;NA
Prefeitura Municipal de Novo Triunfo - BA;2923050;35763808,52;49383,60;1,38082609329438e-01
Prefeitura Municipal de Novo Xingu - RS;4313466;17329031,19;438556,60;2,53076236744889e+00
Prefeitura Municipal de Novorizonte - MG;3145372;20448245,40;1282049,97;6,26973094718435e+00
Prefeitura Municipal de Nuporanga - SP;3533601;39851916,05;3008327,85;7,54876590180913e+00
Prefeitura Municipal de Não-Me-Toque - RS;4312658;94760137,75;4068172,42;4,29312632568435e+00
Prefeitura Municipal de Nísia Floresta - RN;2408201;79962810,72;7912384,94;9,89508106175285e+00
Prefeitura Municipal de Ocara - CE;2309458;69280402,36;8121928,78;1,17232702226471e+01
Prefeitura Municipal de Ocauçu - SP;3533700;24058241,98;2580,00;1,07239756011466e-02
Prefeitura Municipal de Oeiras - PI;2207009;113702411,09;1687003,77;1,48370096449817e+00
Prefeitura Municipal de Oeiras do Pará - PA;1505205;94751293,55;1384303,13;1,46098599621704e+00
Prefeitura Municipal de Oiapoque - AP;1600501;57790952,17;21600,00;3,73760929504339e-02
Prefeitura Municipal de Olaria - MG;3145406;17244614,81;262203,27;1,52049363171598e+00
Prefeitura Municipal de Olho D'Água do Piauí - PI;2207108;14953260,66;NA;NA
Prefeitura Municipal de Olho d'Água - PB;2510402;20508103,91;3568803,96;1,74019206049556e+01
Prefeitura Municipal de Olho d'Água das Cunhãs - MA;2107407;61272540,86;NA;NA
Prefeitura Municipal de Olho d'Água das Flores - AL;2705705;65513531,33;4236737,72;6,46696588321428e+00
Prefeitura Municipal de Olho d'Água do Casado - AL;2705804;40299881,57;745119,75;1,84893781562545e+00
Prefeitura Municipal de Olho-d'Água do Borges - RN;2408409;18129720,05;1941402,71;1,07083987212478e+01
Prefeitura Municipal de Olhos-d'Água - MG;3145455;23696102,10;781037,82;3,29606032546593e+00
Prefeitura Municipal de Olinda - PE;2609600;726258678,59;56090375,36;7,72319519388010e+00
Prefeitura Municipal de Olinda Nova do Maranhão - MA;2107456;41909317,92;841098,58;2,00694886422528e+00
Prefeitura Municipal de Olindina - BA;2923100;66263391,98;NA;NA
Prefeitura Municipal de Olivedos - PB;2510501;19148460,54;40018,02;2,08988184279382e-01
Prefeitura Municipal de Oliveira - MG;3145604;101317977,57;29584417,39;2,91995735599443e+01
Prefeitura Municipal de Oliveira Fortes - MG;3145703;14553769,28;1704258,71;1,17100847018512e+01
Prefeitura Municipal de Oliveira de Fátima - TO;1715507;10858951,73;36075,50;3,32218992191800e-01
Prefeitura Municipal de Oliveira dos Brejinhos - BA;2923209;60619579,91;5570683,42;9,18957773754061e+00
Prefeitura Municipal de Olivença - AL;2706000;42704697,16;213823,93;5,00703539001516e-01
Prefeitura Municipal de Olímpia - SP;3533908;261109960,18;21985360,11;8,41996226219945e+00
Prefeitura Municipal de Olímpio Noronha - MG;3145505;15786058,36;1607293,75;1,01817294307786e+01
Prefeitura Municipal de Onda Verde - SP;3534005;30015852,58;NA;NA
Prefeitura Municipal de Onça de Pitangui - MG;3145802;14317935,27;148832,74;1,03948465468932e+00
Prefeitura Municipal de Oratórios - MG;3145851;18562341,42;NA;NA
Prefeitura Municipal de Oriente - SP;3534104;22717332,26;32734,95;1,44096805141327e-01
Prefeitura Municipal de Orindiúva - SP;3534203;42823496,33;851846,87;1,98920439245695e+00
Prefeitura Municipal de Oriximiná - PA;1505304;265098455,62;14407446,90;5,43475323773748e+00
Prefeitura Municipal de Orizona - GO;5215306;52222998,80;3102940,50;5,94171260038786e+00
Prefeitura Municipal de Orizânia - MG;3145877;31580267,73;3548820,99;1,12374632803659e+01
Prefeitura Municipal de Orleans - SC;4211702;93297125,24;2858158,99;3,06350167022574e+00
Prefeitura Municipal de Orlândia - SP;3534302;161345980,80;8372221,03;5,18898641818538e+00
Prefeitura Municipal de Orobó - PE;2609709;83695171,55;2923944,00;3,49356354237618e+00
Prefeitura Municipal de Orocó - PE;2609808;53494188,64;5279038,23;9,86843312182256e+00
Prefeitura Municipal de Ortigueira - PR;4117305;109010525,28;3631420,60;3,33125685861295e+00
Prefeitura Municipal de Orós - CE;2309508;63783173,23;6322361,88;9,91227240639435e+00
Prefeitura Municipal de Osasco - SP;3534401;3114509016,51;366878603,56;1,17796609871790e+01
Prefeitura Municipal de Oscar Bressane - SP;3534500;19183955,45;NA;NA
Prefeitura Municipal de Osvaldo Cruz - SP;3534609;97547025,20;5278318,05;5,41104973645060e+00
Prefeitura Municipal de Osório - RS;4313508;242656123,58;NA;NA
Prefeitura Municipal de Otacílio Costa - SC;4211751;82410729,60;10424127,72;1,26489933660289e+01
Prefeitura Municipal de Ouricuri - PE;2609907;154846974,38;1019786,15;6,58576736215335e-01
Prefeitura Municipal de Ourilândia do Norte - PA;1505437;106059531,78;12255440,30;1,15552464680134e+01
Prefeitura Municipal de Ourinhos - SP;3534708;477080723,01;76309035,62;1,59949945448541e+01
Prefeitura Municipal de Ourizona - PR;4117404;24026684,98;221591,53;9,22272590598555e-01
Prefeitura Municipal de Ouriçangas - BA;2923308;30151810,78;3923751,11;1,30133182999499e+01
Prefeitura Municipal de Ouro - SC;4211801;27109749,11;2157810,12;7,95953555764943e+00
Prefeitura Municipal de Ouro Branco - AL;2706109;44558130,77;583085,04;1,30859403193946e+00
Prefeitura Municipal de Ouro Branco - MG;3145901;159646392,62;33980408,93;2,12847959620874e+01
Prefeitura Municipal de Ouro Branco - RN;2408508;17596921,56;3495,80;1,98659747847396e-02
Prefeitura Municipal de Ouro Fino - MG;3146008;81345970,80;7457515,05;9,16765142349251e+00
Prefeitura Municipal de Ouro Preto - MG;3146107;347613341,99;61821650,34;1,77846022785220e+01
Prefeitura Municipal de Ouro Preto do Oeste - RO;1100155;104220235,18;4220219,69;4,04932850392365e+00
Prefeitura Municipal de Ouro Velho - PB;2510600;17422443,22;1053619,67;6,04748517010808e+00
Prefeitura Municipal de Ouro Verde - SC;4211850;16355695,31;150563,75;9,20558540289902e-01
Prefeitura Municipal de Ouro Verde - SP;3534807;28804177,75;76826,54;2,66720128818813e-01
Prefeitura Municipal de Ouro Verde de Goiás - GO;5215405;23203265,56;NA;NA
Prefeitura Municipal de Ouro Verde de Minas - MG;3146206;19710279,73;886403,18;4,49716184723067e+00
Prefeitura Municipal de Ouro Verde do Oeste - PR;4117453;24122956,48;2252806,98;9,33885107270235e+00
Prefeitura Municipal de Ouroeste - SP;3534757;70489564,36;11156659,99;1,58273924534721e+01
Prefeitura Municipal de Ourolândia - BA;2923357;59032089,69;5405106,64;9,15621769174067e+00
Prefeitura Municipal de Ourém - PA;1505403;51337450,31;3783346,88;7,36956521438900e+00
Prefeitura Municipal de Ouvidor - GO;5215504;52278631,27;1151751,45;2,20310176839104e+00
Prefeitura Municipal de Pacaembu - SP;3534906;37124525,48;912805,84;2,45876769655077e+00
Prefeitura Municipal de Pacajus - CE;2309607;160101511,19;22902205,57;1,43048028714862e+01
Prefeitura Municipal de Pacajá - PA;1505486;115108465,13;12182540,96;1,05835317552375e+01
Prefeitura Municipal de Pacaraima - RR;1400456;59273319,80;656290,25;1,10722708330570e+00
Prefeitura Municipal de Pacatuba - CE;2309706;187566406,85;20142375,30;1,07387968017686e+01
Prefeitura Municipal de Pacatuba - SE;2804904;50771550,85;100843,26;1,98621586915736e-01
Prefeitura Municipal de Pacoti - CE;2309805;35312010,89;3580367,09;1,01392330817782e+01
Prefeitura Municipal de Pacujá - CE;2309904;27766251,00;132202,48;4,76126503358340e-01
Prefeitura Municipal de Padre Bernardo - GO;5215603;96120631,69;12897323,25;1,34178511139995e+01
Prefeitura Municipal de Padre Carvalho - MG;3146255;21672262,09;986298,65;4,55097232538129e+00
Prefeitura Municipal de Padre Marcos - PI;2207207;26832498,42;403539,00;1,50391884379733e+00
Prefeitura Municipal de Padre Paraíso - MG;3146305;57224736,48;4016784,61;7,01931517221379e+00
Prefeitura Municipal de Paes Landim - PI;2207306;16895577,47;1744389,95;1,03245358325122e+01
Prefeitura Municipal de Pai Pedro - MG;3146552;21691568,79;961012,45;4,43035014804017e+00
Prefeitura Municipal de Paial - SC;4211876;17588297,28;379394,36;2,15708407675948e+00
Prefeitura Municipal de Paim Filho - RS;4313607;18774796,27;939210,55;5,00250727887126e+00
Prefeitura Municipal de Paineiras - MG;3146404;20834878,59;938481,76;4,50437834780779e+00
Prefeitura Municipal de Painel - SC;4211892;15486416,83;NA;NA
Prefeitura Municipal de Pains - MG;3146503;42580010,09;6478246,74;1,52142912279897e+01
Prefeitura Municipal de Paiva - MG;3146602;13799874,41;176331,25;1,27777430983156e+00
Prefeitura Municipal de Paiçandu - PR;4117503;97737838,83;13423599,60;1,37342914071881e+01
Prefeitura Municipal de Pajeú do Piauí - PI;2207355;14798406,55;NA;NA
Prefeitura Municipal de Palestina - AL;2706208;26470048,70;52060,05;1,96675308723554e-01
Prefeitura Municipal de Palestina - SP;3535002;49878554,76;568544,41;1,13985742517131e+00
Prefeitura Municipal de Palestina de Goiás - GO;5215652;24566478,28;NA;NA
Prefeitura Municipal de Palestina do Pará - PA;1505494;27880131,67;4050275,49;1,45274618425071e+01
Prefeitura Municipal de Palhano - CE;2310001;27694670,58;3955611,10;1,42829324818060e+01
Prefeitura Municipal de Palhoça - SC;4211900;640063367,84;15886381,94;2,48200142957895e+00
Prefeitura Municipal de Palma - MG;3146701;20791609,71;1344801,92;6,46800290481213e+00
Prefeitura Municipal de Palma Sola - SC;4212007;31581599,17;907188,43;2,87252214530592e+00
Prefeitura Municipal de Palmares - PE;2610004;147278796,82;8443891,03;5,73326996982457e+00
Prefeitura Municipal de Palmares Paulista - SP;3535101;27075276,30;NA;NA
Prefeitura Municipal de Palmares do Sul - RS;4313656;58988876,52;426000,80;7,22171407783238e-01
Prefeitura Municipal de Palmas - PR;4117602;141713644,74;6380325,71;4,50226632848650e+00
Prefeitura Municipal de Palmas - TO;1721000;1272976684,67;131973511,15;1,03673156578050e+01
Prefeitura Municipal de Palmas de Monte Alto - BA;2923407;62372150,43;5191372,25;8,32322152468713e+00
Prefeitura Municipal de Palmeira - PR;4117701;136743299,21;7858354,61;5,74679319235360e+00
Prefeitura Municipal de Palmeira - SC;4212056;19055030,36;381296,18;2,00102635785042e+00
Prefeitura Municipal de Palmeira d'Oeste - SP;3535200;36432348,39;3139286,13;8,61675480371086e+00
Prefeitura Municipal de Palmeira das Missões - RS;4313706;120222298,38;3360392,76;2,79514932361252e+00
Prefeitura Municipal de Palmeira do Piauí - PI;2207405;19525592,90;247842,44;1,26932094338605e+00
Prefeitura Municipal de Palmeira dos Índios - AL;2706307;221806483,90;43844352,59;1,97669390989341e+01
Prefeitura Municipal de Palmeirais - PI;2207504;42625034,02;417357,69;9,79137494187506e-01
Prefeitura Municipal de Palmeirante - TO;1715705;25896590,72;5216649,93;2,01441571456399e+01
Prefeitura Municipal de Palmeiras - BA;2923506;29173423,09;1281805,19;4,39374284617075e+00
Prefeitura Municipal de Palmeiras de Goiás - GO;5215702;103642095,59;9349156,32;9,02061683216492e+00
Prefeitura Municipal de Palmeiras do Tocantins - TO;1713809;21567182,40;63591,60;2,94853536361801e-01
Prefeitura Municipal de Palmeirina - PE;2610103;28971902,39;3035710,63;1,04781197628493e+01
Prefeitura Municipal de Palmeirândia - MA;2107605;50813321,28;4349208,61;8,55918979598729e+00
Prefeitura Municipal de Palmeirópolis - TO;1715754;26480536,10;2594043,89;9,79603992987136e+00
Prefeitura Municipal de Palmelo - GO;5215801;14198477,17;3901731,25;2,74799276238157e+01
Prefeitura Municipal de Palminópolis - GO;5215900;22198802,29;171510,55;7,72611728143825e-01
Prefeitura Municipal de Palmital - PR;4117800;50599615,90;73826,88;1,45904032445432e-01
Prefeitura Municipal de Palmital - SP;3535309;93576310,91;12316689,95;1,31621879835015e+01
Prefeitura Municipal de Palmitinho - RS;4313805;31859211,77;2494539,02;7,82988304296017e+00
Prefeitura Municipal de Palmitos - SC;4212106;49703133,37;4792665,73;9,64258268049711e+00
Prefeitura Municipal de Palmácia - CE;2310100;36753379,75;3257981,20;8,86443973904196e+00
Prefeitura Municipal de Palmópolis - MG;3146750;19028111,75;163418,68;8,58827623818217e-01
Prefeitura Municipal de Palotina - PR;4117909;158465576,53;26495000,92;1,67197201437525e+01
Prefeitura Municipal de Panambi - RS;4313904;152026907,20;26119842,61;1,71810655699506e+01
Prefeitura Municipal de Panamá - GO;5216007;18110220,68;NA;NA
Prefeitura Municipal de Pancas - ES;3204005;62601945,84;3024221,45;4,83087451902757e+00
Prefeitura Municipal de Panelas - PE;2610202;88041274,92;6126388,01;6,95854077029988e+00
Prefeitura Municipal de Panorama - SP;3535408;49291091,97;2174653,46;4,41185896494961e+00
Prefeitura Municipal de Pantano Grande - RS;4313953;49678185,86;546423,24;1,09992591424312e+00
Prefeitura Municipal de Papagaios - MG;3146909;42427436,78;1899895,73;4,47798847677642e+00
Prefeitura Municipal de Papanduva - SC;4212205;71284318,47;5649023,45;7,92463696258440e+00
Prefeitura Municipal de Paquetá - PI;2207553;26021674,99;6920,00;2,65932150895718e-02
Prefeitura Municipal de Paracambi - RJ;3303609;189120848,46;7311074,03;3,86582129338656e+00
Prefeitura Municipal de Paracatu - MG;3147006;377011903,96;79099127,05;2,09805383382250e+01
Prefeitura Municipal de Paracuru - CE;2310209;107820252,06;9946095,39;9,22470055483193e+00
Prefeitura Municipal de Paragominas - PA;1505502;392899683,55;44801386,67;1,14027545823408e+01
Prefeitura Municipal de Paraguaçu - MG;3147204;69207368,43;11792558,80;1,70394555775193e+01
Prefeitura Municipal de Paraguaçu Paulista - SP;3535507;156283534,42;20399719,57;1,30530190820853e+01
Prefeitura Municipal de Paraibano - MA;2107704;47008399,48;2761925,38;5,87538697456627e+00
Prefeitura Municipal de Paraibuna - SP;3535606;70968644,73;NA;NA
Prefeitura Municipal de Paraipaba - CE;2310258;89498374,32;9112202,46;1,01814167343638e+01
Prefeitura Municipal de Paraisópolis - MG;3147303;55732545,35;6041320,44;1,08398430433431e+01
Prefeitura Municipal de Parambu - CE;2310308;83947546,22;7973728,18;9,49846486174042e+00
Prefeitura Municipal de Paramirim - BA;2923605;59260651,37;9865285,17;1,66472776487134e+01
Prefeitura Municipal de Paramoti - CE;2310407;32224020,01;3686580,37;1,14404731900488e+01
Prefeitura Municipal de Paranacity - PR;4118105;42601968,28;3793782,39;8,90518101197929e+00
Prefeitura Municipal de Paranaguá - PR;4118204;561038984,10;38939421,19;6,94059099163409e+00
Prefeitura Municipal de Paranaiguara - GO;5216304;39830715,07;5334713,60;1,33934668022519e+01
Prefeitura Municipal de Paranapanema - SP;3535804;94569728,38;1509626,36;1,59631034778277e+00
Prefeitura Municipal de Paranapoema - PR;4118303;17566981,93;NA;NA
Prefeitura Municipal de Paranapuã - SP;3535903;22485821,95;273963,68;1,21838410269899e+00
Prefeitura Municipal de Paranatama - PE;2610301;53998455,64;357387,76;6,61848113550975e-01
Prefeitura Municipal de Paranatinga - MT;5106307;100588789,67;16887673,81;1,67888229547280e+01
Prefeitura Municipal de Paranavaí - PR;4118402;277137382,40;21407639,18;7,72455848237094e+00
Prefeitura Municipal de Paranaíba - MS;5006309;176937194,11;21034816,20;1,18882953388098e+01
Prefeitura Municipal de Paranaíta - MT;5106299;81891605,27;14348290,80;1,75210764921424e+01
Prefeitura Municipal de Paranhos - MS;5006358;57644113,53;1399410,07;2,42767211481481e+00
Prefeitura Municipal de Paraná - RN;2408607;19611117,72;96765,46;4,93421442783527e-01
Prefeitura Municipal de Paranã - TO;1716208;38746517,29;5509814,86;1,42201551142301e+01
Prefeitura Municipal de Paraopeba - MG;3147402;70181807,95;8057400,96;1,14807543369934e+01
Prefeitura Municipal de Parapuã - SP;3536000;42404601,18;4956220,53;1,16879310076794e+01
Prefeitura Municipal de Parari - PB;2510659;12761569,53;130628,89;1,02361147422280e+00
Prefeitura Municipal de Paratinga - BA;2923704;88209177,86;7562240,59;8,57307683107795e+00
Prefeitura Municipal de Paraty - RJ;3303807;283059319,17;49537957,96;1,75009104470602e+01
Prefeitura Municipal de Parauapebas - PA;1505536;2388590173,76;271169590,63;1,13527047715824e+01
Prefeitura Municipal de Parazinho - RN;2408805;39046164,70;826117,81;2,11574636420053e+00
Prefeitura Municipal de Paraí - RS;4314001;34738919,22;4470145,25;1,28678305208368e+01
Prefeitura Municipal de Paraíba do Sul - RJ;3303708;177527457,92;17697956,09;9,96913733647632e+00
Prefeitura Municipal de Paraíso - SC;4212239;20693840,16;1442984,21;6,97301321960148e+00
Prefeitura Municipal de Paraíso - SP;3535705;34701530,45;NA;NA
Prefeitura Municipal de Paraíso das Águas - MS;5006275;53931051,13;5117204,91;9,48842049761844e+00
Prefeitura Municipal de Paraíso do Norte - PR;4118006;40748067,84;2032081,04;4,98693839418129e+00
Prefeitura Municipal de Paraíso do Sul - RS;4314027;26574670,01;995232,33;3,74504115996735e+00
Prefeitura Municipal de Paraíso do Tocantins - TO;1716109;130214513,65;8257931,49;6,34179037230540e+00
Prefeitura Municipal de Paraú - RN;2408706;17743612,21;1054664,01;5,94390813729354e+00
Prefeitura Municipal de Paraúna - GO;5216403;56791686,03;5304367,77;9,34004277879334e+00
Prefeitura Municipal de Pardinho - SP;3536109;35907036,24;7593973,71;2,11489850046170e+01
Prefeitura Municipal de Pareci Novo - RS;4314035;26840870,62;398729,95;1,48553284893409e+00
Prefeitura Municipal de Parecis - RO;1101450;18780396,39;3233983,95;1,72199983580858e+01
Prefeitura Municipal de Parelhas - RN;2408904;48504238,17;7054511,57;1,45441137437826e+01
Prefeitura Municipal de Pariconha - AL;2706422;31975219,80;340319,90;1,06432387995657e+00
Prefeitura Municipal de Parintins - AM;1303403;291473767,24;35848708,21;1,22991199343446e+01
Prefeitura Municipal de Paripiranga - BA;2923803;67091170,70;8685492,75;1,29458059225668e+01
Prefeitura Municipal de Paripueira - AL;2706448;52987258,56;314897,21;5,94288548903557e-01
Prefeitura Municipal de Pariquera-Açu - SP;3536208;57484873,44;715077,75;1,24394072250392e+00
Prefeitura Municipal de Parisi - SP;3536257;19248737,36;NA;NA
Prefeitura Municipal de Parnaguá - PI;2207603;32467647,35;NA;NA
Prefeitura Municipal de Parnamirim - PE;2610400;66080453,55;5221871,18;7,90229318878517e+00
